[Training] start  epochs=2
[Training] split_update  items_processed=139776
[Training] split_update  items_processed=140032
[Training] split_update  items_processed=140288
[Training] split_update  items_processed=140544
[Training] split_update  items_processed=140800
[Training] split_update  items_processed=141056
[Training] split_update  items_processed=141312
[Training] split_update  items_processed=141568
[Training] split_update  items_processed=141824
[Training] split_update  items_processed=142080
[Training] split_update  items_processed=142336
[Training] split_update  items_processed=142592
[Training] split_update  items_processed=142848
[Training] split_update  items_processed=143104
[Training] split_update  items_processed=143360
[Training] split_update  items_processed=143616
[Training] split_update  items_processed=143872
[Training] split_update  items_processed=144128
[Training] split_update  items_processed=144384
[Training] split_update  items_processed=144640
[Training] split_update  items_processed=144896
[Training] split_update  items_processed=145152
[Training] split_update  items_processed=145408
[Training] split_update  items_processed=145664
[Training] split_update  items_processed=145920
[Training] split_update  items_processed=146176
[Training] split_update  items_processed=146432
[Training] split_update  items_processed=146688
[Training] split_update  items_processed=146944
[Training] split_update  items_processed=147200
[Training] split_update  items_processed=147456
[Training] split_update  items_processed=147712
[Training] split_update  items_processed=147968
[Training] split_update  items_processed=148224
[Training] split_update  items_processed=148480
[Training] split_update  items_processed=148736
[Training] split_update  items_processed=148992
[Training] split_update  items_processed=149248
[Training] split_update  items_processed=149504
[Training] split_update  items_processed=149760
[Training] split_update  items_processed=150016
[Training] split_update  items_processed=150272
[Training] split_update  items_processed=150528
[Training] split_update  items_processed=150784
[Training] split_update  items_processed=151040
[Training] split_update  items_processed=151296
[Training] split_update  items_processed=151552
[Training] split_update  items_processed=151808
[Training] split_update  items_processed=152064
[Training] split_update  items_processed=152320
[Training] split_update  items_processed=152576
[Training] split_update  items_processed=152832
[Training] split_update  items_processed=153088
[Training] split_update  items_processed=153344
[Training] split_update  items_processed=153600
[Training] split_update  items_processed=153856
[Training] split_update  items_processed=154112
[Training] split_update  items_processed=154368
[Training] split_update  items_processed=154624
[Training] split_update  items_processed=154880
[Training] split_update  items_processed=155136
[Training] split_update  items_processed=155392
[Training] split_update  items_processed=155648
[Training] split_update  items_processed=155904
[Training] split_update  items_processed=156160
[Training] split_update  items_processed=156416
[Training] split_update  items_processed=156672
[Training] split_update  items_processed=156928
[Training] split_update  items_processed=157184
[Training] split_update  items_processed=157440
[Training] split_update  items_processed=157696
[Training] split_update  items_processed=157952
[Training] split_update  items_processed=158208
[Training] split_update  items_processed=158464
[Training] split_update  items_processed=158720
[Training] split_update  items_processed=158976
[Training] split_update  items_processed=159232
[Training] split_update  items_processed=159488
[Training] split_update  items_processed=159744
[Training] split_update  items_processed=160000
[Training] split_update  items_processed=160256
[Training] split_update  items_processed=160512
[Training] split_update  items_processed=160768
[Training] split_update  items_processed=161024
[Training] split_update  items_processed=161280
[Training] split_update  items_processed=161536
[Training] split_update  items_processed=161792
[Training] split_update  items_processed=162048
[Training] split_update  items_processed=162304
[Training] split_update  items_processed=162560
[Training] split_update  items_processed=162816
[Training] split_update  items_processed=163072
[Training] split_update  items_processed=163328
[Training] split_update  items_processed=163584
[Training] split_update  items_processed=163840
[Training] split_update  items_processed=164096
[Training] split_update  items_processed=164352
[Training] split_update  items_processed=164608
[Training] split_update  items_processed=164864
[Training] split_update  items_processed=165120
[Training] split_update  items_processed=165376
[Training] split_update  items_processed=165632
[Training] split_update  items_processed=165888
[Training] split_update  items_processed=166144
[Training] split_update  items_processed=166400
[Training] split_update  items_processed=166656
[Training] split_update  items_processed=166912
[Training] split_update  items_processed=167168
[Training] split_update  items_processed=167424
[Training] split_update  items_processed=167680
[Training] split_update  items_processed=167936
[Training] split_update  items_processed=168192
[Training] split_update  items_processed=168448
[Training] split_update  items_processed=168704
[Training] split_update  items_processed=168960
[Training] split_update  items_processed=169216
[Training] split_update  items_processed=169472
[Training] split_update  items_processed=169728
[Training] split_update  items_processed=169984
[Training] split_update  items_processed=170240
[Training] split_update  items_processed=170496
[Training] split_update  items_processed=170752
[Training] split_update  items_processed=171008
[Training] split_update  items_processed=171264
[Training] split_update  items_processed=171520
[Training] split_update  items_processed=171776
[Training] split_update  items_processed=172032
[Training] split_update  items_processed=172288
[Training] split_update  items_processed=172544
[Training] split_update  items_processed=172800
[Training] split_update  items_processed=173056
[Training] split_update  items_processed=173312
[Training] split_update  items_processed=173568
[Training] split_update  items_processed=173824
[Training] split_update  items_processed=174080
[Training] split_update  items_processed=174336
[Training] split_update  items_processed=174592
[Training] split_update  items_processed=174848
[Training] split_update  items_processed=175104
[Training] split_update  items_processed=175360
[Training] split_update  items_processed=175616
[Training] split_update  items_processed=175872
[Training] split_update  items_processed=176128
[Training] split_update  items_processed=176384
[Training] split_update  items_processed=176640
[Training] split_update  items_processed=176896
[Training] split_update  items_processed=177152
[Training] split_update  items_processed=177408
[Training] split_update  items_processed=177664
[Training] split_update  items_processed=177920
[Training] split_update  items_processed=178176
[Training] split_update  items_processed=178432
[Training] split_update  items_processed=178688
[Training] split_update  items_processed=178944
[Training] split_update  items_processed=179200
[Training] split_update  items_processed=179456
[Training] split_update  items_processed=179712
[Training] split_update  items_processed=179968
[Training] split_update  items_processed=180224
[Training] split_update  items_processed=180480
[Training] split_update  items_processed=180736
[Training] split_update  items_processed=180992
[Training] split_update  items_processed=181248
[Training] split_update  items_processed=181504
[Training] split_update  items_processed=181760
[Training] split_update  items_processed=182016
[Training] split_update  items_processed=182272
[Training] split_update  items_processed=182528
[Training] split_update  items_processed=182784
[Training] split_update  items_processed=183040
[Training] split_update  items_processed=183296
[Training] split_update  items_processed=183552
[Training] split_update  items_processed=183808
[Training] split_update  items_processed=184064
[Training] split_update  items_processed=184320
[Training] split_update  items_processed=184576
[Training] split_update  items_processed=184832
[Training] split_update  items_processed=185088
[Training] split_update  items_processed=185344
[Training] split_update  items_processed=185600
[Training] split_update  items_processed=185856
[Training] split_update  items_processed=186112
[Training] split_update  items_processed=186368
[Training] split_update  items_processed=186624
[Training] split_update  items_processed=186880
[Training] split_update  items_processed=187136
[Training] split_update  items_processed=187392
[Training] split_update  items_processed=187648
[Training] split_update  items_processed=187904
[Training] split_update  items_processed=188160
[Training] split_update  items_processed=188416
[Training] split_update  items_processed=188672
[Training] split_update  items_processed=188928
[Training] split_update  items_processed=189184
[Training] split_update  items_processed=189440
[Training] split_update  items_processed=189696
[Training] split_update  items_processed=189952
[Training] split_update  items_processed=190208
[Training] split_update  items_processed=190464
[Training] split_update  items_processed=190720
[Training] split_update  items_processed=190976
[Training] split_update  items_processed=191232
[Training] split_update  items_processed=191488
[Training] split_update  items_processed=191744
[Training] split_update  items_processed=192000
[Training] split_update  items_processed=192256
[Training] split_update  items_processed=192512
[Training] split_update  items_processed=192768
[Training] split_update  items_processed=193024
[Training] split_update  items_processed=193280
[Training] split_update  items_processed=193536
[Training] split_update  items_processed=193792
[Training] split_update  items_processed=194048
[Training] split_update  items_processed=194304
[Training] split_update  items_processed=194560
[Training] split_update  items_processed=194816
[Training] split_update  items_processed=195072
[Training] split_update  items_processed=195328
[Training] split_update  items_processed=195584
[Training] split_update  items_processed=195840
[Training] split_update  items_processed=196096
[Training] split_update  items_processed=196352
[Training] split_update  items_processed=196608
[Training] split_update  items_processed=196864
[Training] split_update  items_processed=197120
[Training] split_update  items_processed=197376
[Training] split_update  items_processed=197632
[Training] split_update  items_processed=197888
[Training] split_update  items_processed=198144
[Training] split_update  items_processed=198400
[Training] split_update  items_processed=198656
[Training] split_update  items_processed=198912
[Training] split_update  items_processed=199168
[Training] split_update  items_processed=199424
[Training] split_update  items_processed=199680
[Training] split_update  items_processed=199936
[Training] split_update  items_processed=200192
[Training] split_update  items_processed=200448
[Training] split_update  items_processed=200704
[Training] split_update  items_processed=200960
[Training] split_update  items_processed=201216
[Training] split_update  items_processed=201472
[Training] split_update  items_processed=201728
[Training] split_update  items_processed=201984
[Training] split_update  items_processed=202240
[Training] split_update  items_processed=202496
[Training] split_update  items_processed=202752
[Training] split_update  items_processed=203008
[Training] split_update  items_processed=203264
[Training] split_update  items_processed=203520
[Training] split_update  items_processed=203776
[Training] split_update  items_processed=204032
[Training] split_update  items_processed=204288
[Training] split_update  items_processed=204544
[Training] split_update  items_processed=204800
[Training] split_update  items_processed=205056
[Training] split_update  items_processed=205312
[Training] split_update  items_processed=205568
[Training] split_update  items_processed=205824
[Training] split_update  items_processed=206080
[Training] split_update  items_processed=206336
[Training] split_update  items_processed=206592
[Training] split_update  items_processed=206848
[Training] split_update  items_processed=207104
[Training] split_update  items_processed=207360
[Training] split_update  items_processed=207616
[Training] split_update  items_processed=207872
[Training] split_update  items_processed=208128
[Training] split_update  items_processed=208384
[Training] split_update  items_processed=208640
[Training] split_update  items_processed=208896
[Training] split_update  items_processed=209152
[Training] split_update  items_processed=209408
[Training] split_update  items_processed=209664
[Training] split_update  items_processed=209920
[Training] split_update  items_processed=210176
[Training] split_update  items_processed=210432
[Training] split_update  items_processed=210688
[Training] split_update  items_processed=210944
[Training] split_update  items_processed=211200
[Training] split_update  items_processed=211456
[Training] split_update  items_processed=211712
[Training] split_update  items_processed=211968
[Training] split_update  items_processed=212224
[Training] split_update  items_processed=212480
[Training] split_update  items_processed=212736
[Training] split_update  items_processed=212992
[Training] split_update  items_processed=213248
[Training] split_update  items_processed=213504
[Training] split_update  items_processed=213760
[Training] split_update  items_processed=214016
[Training] split_update  items_processed=214272
[Training] split_update  items_processed=214528
[Training] split_update  items_processed=214784
[Training] split_update  items_processed=215040
[Training] split_update  items_processed=215296
[Training] split_update  items_processed=215552
[Training] split_update  items_processed=215808
[Training] split_update  items_processed=216064
[Training] split_update  items_processed=216320
[Training] split_update  items_processed=216576
[Training] split_update  items_processed=216832
[Training] split_update  items_processed=217088
[Training] split_update  items_processed=217344
[Training] split_update  items_processed=217600
[Training] split_update  items_processed=217856
[Training] split_update  items_processed=218112
[Training] split_update  items_processed=218368
[Training] split_update  items_processed=218624
[Training] split_update  items_processed=218880
[Training] split_update  items_processed=219136
[Training] split_update  items_processed=219392
[Training] split_update  items_processed=219648
[Training] split_update  items_processed=219904
[Training] split_update  items_processed=220160
[Training] split_update  items_processed=220416
[Training] split_update  items_processed=220672
[Training] split_update  items_processed=220928
[Training] split_update  items_processed=221184
[Training] split_update  items_processed=221440
[Training] split_update  items_processed=221696
[Training] split_update  items_processed=221952
[Training] split_update  items_processed=222208
[Training] split_update  items_processed=222464
[Training] split_update  items_processed=222720
[Training] split_update  items_processed=222976
[Training] split_update  items_processed=223232
[Training] split_update  items_processed=223488
[Training] split_update  items_processed=223744
[Training] split_update  items_processed=224000
[Training] split_update  items_processed=224256
[Training] split_update  items_processed=224512
[Training] split_update  items_processed=224768
[Training] split_update  items_processed=225024
[Training] split_update  items_processed=225280
[Training] split_update  items_processed=225536
[Training] split_update  items_processed=225792
[Training] split_update  items_processed=226048
[Training] split_update  items_processed=226304
[Training] split_update  items_processed=226560
[Training] split_update  items_processed=226816
[Training] split_update  items_processed=227072
[Training] split_update  items_processed=227328
[Training] split_update  items_processed=227584
[Training] split_update  items_processed=227840
[Training] split_update  items_processed=228096
[Training] split_update  items_processed=228352
[Training] split_update  items_processed=228608
[Training] split_update  items_processed=228864
[Training] split_update  items_processed=229120
[Training] split_update  items_processed=229376
[Training] split_update  items_processed=229632
[Training] split_update  items_processed=229888
[Training] split_update  items_processed=230144
[Training] split_update  items_processed=230400
[Training] split_update  items_processed=230656
[Training] split_update  items_processed=230912
[Training] split_update  items_processed=231168
[Training] split_update  items_processed=231424
[Training] split_update  items_processed=231680
[Training] split_update  items_processed=231936
[Training] split_update  items_processed=232192
[Training] split_update  items_processed=232448
[Training] split_update  items_processed=232704
[Training] split_update  items_processed=232960
[Training] split_update  items_processed=233216
[Training] split_update  items_processed=233472
[Training] split_update  items_processed=233728
[Training] split_update  items_processed=233984
[Training] split_update  items_processed=234240
[Training] split_update  items_processed=234496
[Training] split_update  items_processed=234752
[Training] split_update  items_processed=235008
[Training] split_update  items_processed=235264
[Training] split_update  items_processed=235520
[Training] split_update  items_processed=235776
[Training] split_update  items_processed=236032
[Training] split_update  items_processed=236288
[Training] split_update  items_processed=236544
[Training] split_update  items_processed=236800
[Training] split_update  items_processed=237056
[Training] split_update  items_processed=237312
[Training] split_update  items_processed=237568
[Training] split_update  items_processed=237824
[Training] split_update  items_processed=238080
[Training] split_update  items_processed=238336
[Training] split_update  items_processed=238592
[Training] split_update  items_processed=238848
[Training] split_update  items_processed=239104
[Training] split_update  items_processed=239360
[Training] split_update  items_processed=239616
[Training] split_update  items_processed=239872
[Training] split_update  items_processed=240128
[Training] split_update  items_processed=240384
[Training] split_end
[Training] end
